filename, Anda -BISINDO-, Apa -BISINDO-, Berhenti -BISINDO-, Bodoh -BISINDO-, Cantik -BISINDO-, Halo -BISINDO-, Hati-hati -BISINDO-, Lelah -BISINDO-, Maaf -BISINDO-, Makan -BISINDO-, Mau-Ingin -BISINDO-, Membaca -BISINDO-, Nama -BISINDO-, Sama-sama -BISINDO-, Saya -BISINDO-, Siapa -BISINDO-, Sombong -BISINDO-, Takut -BISINDO-, Terima kasih -BISINDO-
Dataset_mp4-789_jpg.rf.b56550e05bc12b3c3cec362f3619e86d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dataset-2_mp4-811_jpg.rf.b677a689e1a8cda8caeb56884e26735b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-376_jpg.rf.b73a132f47f71e6314dd67aeeec62929.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-186_jpg.rf.b7634a2592d21e6093e5ba5a016f53b0.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-1088_jpg.rf.b655171096d1214e132393e6fb0dd8df.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Dataset-2_mp4-691_jpg.rf.b620653b2427dc55ce1573c9b874013d.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-673_jpg.rf.b6a8281bdcd5c5d6ea7f29c12f4b34b0.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-561_jpg.rf.b7a0b40111d6de5ccdea14769b93c88f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-895_jpg.rf.b78915c6fc9d1fc396f68aaa6dc7c0bc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-752_jpg.rf.b7c7f95475c4a4d30d5f1531433a2914.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-187_jpg.rf.b77c41e26f3ddc71f80dd2b19031226d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Dataset_mp4-523_jpg.rf.b871716b9a5a031835a45cde26e03bc1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-410_jpg.rf.b82785ee8449219c83697650f4ed6f20.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-192_jpg.rf.b8897581c5939aa332ca5bbac66a6a67.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset-2_mp4-245_jpg.rf.b88a59c5b9f9867cedd733192979889b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset_mp4-216_jpg.rf.b8df831596373cb762b23fc2cd4c7928.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Dataset-2_mp4-823_jpg.rf.b8c4d079225856eb4025edf22234e1ac.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-763_jpg.rf.b82ad97dad4d348b436ea1e3496ce982.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset-2_mp4-605_jpg.rf.b8240cac96c8d7a84a8397779ab4adf0.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-378_jpg.rf.b8fbb3c3989c44eac4231439d0ddbea2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-304_jpg.rf.b821c33a492aa1726596cf748d7b7b04.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset_mp4-866_jpg.rf.b8ded59191b905287d88b8319f8dc5e5.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-321_jpg.rf.b906b1e8780180eca1bdb60793d64717.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-87_jpg.rf.b9039283109525b2c057eed19df38c19.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-560_jpg.rf.b8caf9158b028074efa2d8be91c87c04.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-776_jpg.rf.b9131ecc2d27e4bd3793c3c9c1c25be0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-682_jpg.rf.b90c5939f03c6d133e4ed9e89c2a1d2f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-134_jpg.rf.b8a4c41de4d62343156560159f81efe4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset_mp4-22_jpg.rf.b811f60e7775f360de6a494d1b5e7a87.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset-2_mp4-482_jpg.rf.b8e12ea18819d33ee6c53147de92a5f3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dataset_mp4-715_jpg.rf.b91c9b458244f1fc39c5ff4a1d064b52.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-848_jpg.rf.b994431b0b428a42839e17b58a36d22f.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-340_jpg.rf.b9ac8f5d9c839d1233a05ee4fca2494d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset_mp4-578_jpg.rf.b96f7c39901d55e991a489aaca1b3936.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-692_jpg.rf.bacfc2428450a7080c012696c62215f7.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-0_jpg.rf.bb84afa4097a67594561b58e9a220000.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-1093_jpg.rf.ba32b8f6c69ee5012dcb4c065214f1bc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Dataset_mp4-262_jpg.rf.ba2b7b626f81176db4a1d489866b5b15.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-886_jpg.rf.b9d4f728d7d646280dc5d8bdbd55e135.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Dataset_mp4-764_jpg.rf.b9f9ad1a7682d616e53f8b67a951cab7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset-2_mp4-908_jpg.rf.bb3e7f264e5d61112baf394c35ba65ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset-2_mp4-108_jpg.rf.bbffab7401d49690c03a8f3673b7587d.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-793_jpg.rf.bb7361a6f43104959c37399f4a260ef5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dataset-2_mp4-806_jpg.rf.ba94e9a8bf5402a4867023fc9f2d9e06.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-178_jpg.rf.bb087d049f4a151a04566fb40a42f6dd.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-1108_jpg.rf.bb3df3f8657a514a3355612c80a6406f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Dataset_mp4-1016_jpg.rf.bba642725070b1845d6bd65da28e0afa.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-248_jpg.rf.bb92718a68f3e2413ce8d3d15e189dbe.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-743_jpg.rf.ba58542ff1c9b22ed45fe87743f9280f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset_mp4-681_jpg.rf.ba645d49f1b2bbae561c65f96f30e062.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-1054_jpg.rf.bc26c54c9eb72a95d6e01f10dc69285b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-392_jpg.rf.bc17c2cbd92d434554b12cbe3b00dc05.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-641_jpg.rf.bc6645eb948e6b6498e086a2f7333b97.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-776_jpg.rf.bc5662470dacb29bb8ab001f12131ed0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-107_jpg.rf.bb47e6d3ea4f4544e6fb108162519124.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-550_jpg.rf.bd119cabe291ed269c2a6e4aac7883e2.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-928_jpg.rf.bcea8e391e1a2015ebb7370e60607186.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset-2_mp4-146_jpg.rf.bbae59ee5afaac2d47bcfd708001ded6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-656_jpg.rf.bc798391956d790f6a83f27d608c324c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-216_jpg.rf.bc420fdb1bc65ea9b4e59b67446c6b9a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset-2_mp4-229_jpg.rf.bcdca7110b72149162be58480541dab7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset-2_mp4-341_jpg.rf.bd152bd90e842518fec7199587d8adb8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset_mp4-818_jpg.rf.bd56f21998c3413fca264f25febf8e68.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dataset_mp4-904_jpg.rf.bda2648b9de0ccaea7010651033fdfdf.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-841_jpg.rf.be812701a281748e7da3e0e722a81064.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-239_jpg.rf.bd4ed84d931bd58b348e6f9d04d7064e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset_mp4-239_jpg.rf.bd7e5bd2bb2f1335a814d53ff5651c85.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Dataset_mp4-99_jpg.rf.bd3d2ad55d0b72406416eab634e09663.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-509_jpg.rf.be3336c755434da7050e3ff83f618610.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Dataset-2_mp4-950_jpg.rf.bd267e0e04b76ffd42eb162456e391da.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset-2_mp4-368_jpg.rf.bdd0f596507ba8c07a6af47ea2343176.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-504_jpg.rf.be974095f711291167ec4ef9e9ff898e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-825_jpg.rf.bf04c195cd9d03cf1b408d7bec795b3d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-991_jpg.rf.bdd7a405407dc421020ee89b4a15cc81.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-900_jpg.rf.bdbcd31ef0d37ca7ad6a915a3911da99.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Dataset_mp4-46_jpg.rf.bddc63a3eb76f0249ef84ac539c0a9b4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset_mp4-304_jpg.rf.be9a74a753cab121d8b50fb6bf7b159a.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-444_jpg.rf.be9f0e902317eb1d348e9fada36fdac2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Dataset_mp4-57_jpg.rf.bed7283fa419c4cc37e72ef1b2120ef8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset_mp4-505_jpg.rf.bde951a74b96eb3c3b424cbf134dcb5b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-973_jpg.rf.bec742f384f81331c1970d709b5f4ee4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-877_jpg.rf.befcf1f232cba015914bd506052451f3.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset_mp4-751_jpg.rf.be062d470272a9d65b19a537a575054e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Dataset_mp4-651_jpg.rf.bd74c11cd3b69057530a70811ff441da.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-921_jpg.rf.befa2d6eb318d33595102f7fd6b9348a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Dataset-2_mp4-78_jpg.rf.be97f61d2edadd3bcc2b33f221de67a0.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Dataset-2_mp4-301_jpg.rf.bf21523180ac9c866dcd6150724b1104.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset-2_mp4-279_jpg.rf.be3d87e806ff67fd70d3d9f9a470775d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Dataset-2_mp4-366_jpg.rf.bf47358ef91ef31e8b5ca42bd94e1c5b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
